"Source";"Target"
5201;"CULLl510"
5201;"CamMagPep2553"
5201;"Banna"
5201;"NLS72127"
5202;"NottsULMeLm1"
5203;"BodEngPoete1"
5203;"OxfBal354"
5204;"Bod480"
5210;"BodDou52"
5211;"BodAsh52"
5211;"BodAshRol40"
5211;"CamFitz276"
5211;"EDCPRS"
5212;"CamTCC652"
5213;"CamTCC1157"
5213;"BLCottCleoCIV"
5213;"BLHar559"
5213;"BLLan762"
5214;"BLHar2380"
5215;"BodAddE6"
5215;"BodDig86"
5215;"BodLauMis108"
5215;"BLHar2253"
5215;"NLS1921"
5216;"BLHar7322"
5217;"CULAdd5943"
5218;"CamStJohn259"
5219;"NLWPork10"
5220;"OxfBal354"
5221;"BLAdd5665"
5222;"BodEngPoeta1"
5222;"BLAdd22283"
5223;"BodSelSup52"
5223;"BodAsh42"
5223;"BodEngPoeta1"
5223;"CULAdd8335"
5223;"CULDd11"
5223;"CULGg531"
5223;"BLAdd38010"
5223;"BLHar2391"
5223;"EDCPCM"
5223;"Lam260"
5223;"MinULZ822"
5223;"HunHM129"
5224;"BodWoodEmpt18"
5224;"OxfBal354"
5224;"BLHar5086"
5225;"CULIi38"
5226;"DULCosViii9"
5227;"BodAsh176"
5227;"CamEmm263"
5227;"CamTCC1157"
5227;"BLAdd5665"
5229;"HarEng766"
5230;"BodRawD328"
5230;"CamTCC1149"
5230;"BLHar2321"
5230;"BLHar3362"
5230;"RylandsLat394"
5231;"PULGar141"
5232;"BodAsh59"
5233;"CovLeet"
5234;"BLAdd37049"
5235;"CULIi38"
5235;"BLAdd9066"
5235;"BLHar5259"
5235;"Lam78"
5236;"BLHar3362"
5237;"CamMagPep2498"
5238;"BodArcSelB14"
5238;"BodBar20"
5238;"Bod686"
5238;"BodHatDon1"
5238;"BodLauMis600"
5238;"BodLauMis739"
5238;"BodRawPoe141"
5238;"OxfChrCh152"
5238;"OxfCCC198"
5238;"OxfNew314"
5238;"OxfTri49"
5238;"CULDd424"
5238;"CULGg427"
5238;"CULIi326"
5238;"CULMm25"
5238;"CamFitzMc181"
5238;"CamTCC582"
5238;"CamTCC595"
5238;"BLAdd5140"
5238;"BLAdd35286"
5238;"BLEge2726"
5238;"BLEge2864"
5238;"BLHar1758"
5238;"BLHar7333"
5238;"BLHar7334"
5238;"BLLan851"
5238;"BLRoy17Dxv"
5238;"BLRoy18Cii"
5238;"BLSl1685"
5238;"BLSl1686"
5238;"NLWPen392"
5238;"GULHun197"
5238;"Lichfield29"
5238;"Lincoln110"
5238;"LonPhys388"
5238;"RylandsEng113"
5238;"Petworth7"
5238;"Austin143"
5238;"ChicagoUL564"
5238;"PierpontM249"
5238;"PhilRos10842"
5238;"PUL100"
5238;"HunEL26C9"
5238;"TokyoTak24"
5238;"TokyoTak32"
5239;"CamPem265"
5240;"OxfBal219"
5241;"NLWPen356"
5242;"BodAsh1386"
5243;"NLS18721"
5244;"CULKk424"
5245;"BLHar7322"
5246;"CULFf631"
5247;"BodEngPoeta1"
5247;"BLAdd22283"
5248;"BodArcSelB24"
5248;"BodArcSelB24"
5248;"BodSelSup56"
5248;"BodDig181"
5248;"BodRawPoe163"
5248;"CULGg427"
5248;"CamCCC61"
5248;"CamStJohn235"
5248;"BLAdd12044"
5248;"BLHar1239"
5248;"BLHar2280"
5248;"BLHar2392"
5248;"BLHar3943"
5248;"BLHar4912"
5248;"DULCosVii13"
5248;"HatCFEPS1"
5248;"CambFrag"
5248;"PierpontM817"
5248;"HunHM114"
5248;"HunHM143"
5248;"HunEL26A13"
5249;"BodLauMis99"
5249;"OxfJesus39"
5249;"CULFf16"
5249;"CULGg412"
5249;"CamTCC600"
5249;"CamTCC652"
5249;"BLCottOthoAXVIII"
5249;"DULCosViii11"
5249;"Banna"
5249;"Stephens"
5249;"HunEL26A13"
5250;"NYPL120"
5251;"HunHM64"
5252;"OxfMagd30"
5253;"CULEe112"
5254;"CULAdd7350"
5255;"CamStJohn259"
5255;"BLSl2593"
5256;"NLWPork10"
5257;"CULEe112"
5258;"CULEe112"
5259;"CULEe112"
5260;"CULEe112"
5261;"BLEge2810"
5261;"Lam223"
5262;"BLEge2810"
5263;"BLEge2810"
5264;"BLEge2810"
5265;"BodLauMis213"
5265;"BodLauMis111"
5265;"Bod410"
5265;"BodRawC670"
5265;"OxfLinLat52"
5265;"CamGon364"
5265;"CamStJohn159"
5265;"DULCosViv2"
5265;"EDU82"
5265;"Lincoln44"
5265;"Spalding"
5266;"CULAdd4407b"
5267;"BodHat12"
5268;"BLHar3725"
5268;"BLRoy12Exvi"
5269;"BodDou381"
5269;"CamMagPep1236"
5270;"BodAsh1404"
5270;"CamTCC1473"
5270;"BLRoy17Di"
5270;"Wellcome26"
5270;"HunHM505"
5271;"BodEngPoete1"
5271;"BLSl2593"
5272;"BodEngPoete1"
5273;"BlCottCalAII"
5274;"BodDou302"
5275;"BLSl2593"
5276;"LeedsBro15"
5277;"BodAsh59"
5277;"CULGg4271b"
5277;"CamTCC600"
5277;"CamTCC921"
5277;"BLCottCleoDVII"
5277;"BLHar2251"
5277;"BLHar7333"
5277;"BLHar7578"
5277;"BLAdd22139"
5277;"CovAcc3251"
5277;"NottsULMeLm1"
5278;"CamTCC605"
5280;"Bod410"
5280;"BodLauMis213"
5280;"BodLauMis111"
5280;"BodRawC670"
5280;"CamGon71"
5280;"CamStJohn159"
5280;"EDU82"
5280;"Lincoln44"
5280;"WorcF19"
5280;"WorcF19"
5281;"Ghent317"
5282;"OxfMert248"
5282;"CULIi38"
5283;"BodFair24"
5283;"OxfAllS39"
5283;"CULGg11"
5283;"BLCottJulAV"
5283;"BLHar114"
5283;"BLRoy20Axi"
5283;"CollArmsAr14"
5283;"CollArmsAr61"
5283;"InnerTem5117"
5283;"BNfr12154"
5284;"NLS18721"
5285;"Winches33"
5286;"BLHar7322"
5287;"BodEngPoeta1"
5288;"HarEng766"
5290;"Bod649"
5291;"NLS18721"
5292;"CULIi38"
5293;"BLHar7322"
5295;"CULGg26"
5296;"NLS18721"
5296;"NLS18721"
5297;"BLAdd34193"
5298;"BLHar682"
5299;"BodArcSelB24"
5299;"Bod638"
5299;"BodFair16"
5299;"BodTan346"
5299;"CULFf16"
5300;"ArunHar"
5301;"BodRawD913"
5302;"DULCosViii9"
5302;"ArunHar"
5303;"CULKk15"
5303;"CamStJohn191"
5304;"NLWPork10"
5305;"BLAdd20059"
5306;"BLHar913"
5307;"BLHar913"
5308;"BLHar913"
5309;"CULFf238"
5310;"BLHar682"
5311;"BlCottCalAII"
5311;"PULGar143"
5312;"BLCottClauAII"
5315;"Banna"
5316;"RylandsLat394"
5317;"BodRawD328"
5318;"YaleBei365"
5319;"BLEge1995"
5320;"BLHar486"
5321;"OxfCCC132"
5321;"BLRoy8Fvi"
5321;"BLLan344"
5322;"BLLan762"
5323;"ArrBM184"
5324;"BLHar2251"
5325;"BLAdd5665"
5326;"BLHar838"
5327;"CULEe112"
5328;"CULEe112"
5329;"Bod779"
5329;"BLEge2810"
5330;"BodDig102"
5330;"YaleBei163"
5331;"BLAdd5665"
5332;"HunHM131"
5333;"Bod779"
5334;"BodAsh43"
5334;"Bod779"
5334;"Bod779"
5334;"BodEngPoeta1"
5334;"BodLauMis463"
5334;"BodTan17"
5334;"CamCCC145"
5334;"CamStJohn28"
5334;"CamTCC605"
5334;"BLAdd10301"
5334;"BLCottJulDIX"
5334;"BLEge1993"
5334;"BLEge2810"
5334;"Lam223"
5334;"Winches33"
5334;"TokyoTak54"
5335;"BodArcSelB26"
5335;"CamTCC1230"
5336;"Bod779"
5337;"BodLauMis108"
5337;"Winches33"
5338;"Bod779"
5338;"BodAsh43"
5338;"Bod779"
5338;"BodEngPoeta1"
5338;"BodLauMis463"
5338;"OxfTri57"
5338;"CamCCC145"
5338;"CamMagPep2344"
5338;"CamTCC605"
5338;"BLAdd10301"
5338;"BLCottJulDIX"
5338;"BLEge1993"
5338;"BLEge2810"
5338;"BLEge2891"
5338;"BLHar2250"
5338;"BLHar2277"
5338;"Lam223"
5338;"Winches33"
5338;"TokyoTak54"
5339;"BodLauMis463"
5339;"Bod779"
5339;"BodEngPoeta1"
5339;"BodAsh43"
5339;"BodTan17"
5339;"BodAddC38"
5339;"OxfTri57"
5339;"CULAdd3039"
5339;"CamCCC145"
5339;"CamMagPep2344"
5339;"CamTCC605"
5339;"BLCottJulDIX"
5339;"BLEge1993"
5339;"BLEge2810"
5339;"BLEge2810"
5339;"BLEge2891"
5339;"BLHar2250"
5339;"BLHar2277"
5339;"BLAdd10301"
5339;"Lam223"
5339;"LeedsBro501"
5339;"TokyoTak54"
5341;"Basel"
5342;"CULEe112"
5342;"CULEe112"
5343;"BLAdd20059"
5344;"BLCottTibEVII"
5344;"BLHar4196"
5345;"BodAsh42"
5345;"BodEngPoeta1"
5345;"CULAdd8335"
5345;"CULDd11"
5345;"BLAdd38010"
5345;"Lam260"
5345;"HunHM129"
5346;"BLCottTibEVII"
5346;"BLHar4196"
5347;"BodAsh42"
5347;"BodEngPoeta1"
5347;"CULAdd8335"
5347;"CULDd11"
5347;"CULGg531"
5347;"BLAdd38010"
5347;"EDCPCM"
5347;"Lam260"
5347;"MinULZ822"
5347;"HunHM129"
5348;"BLHar682"
5349;"BodEngTheolf39"
5349;"BodHat57"
5349;"CULIi38"
5349;"CamMagPep2125"
5349;"CamTCC322"
5349;"BLAdd37677"
5349;"BLHar2398"
5349;"BLRoy18Axvii"
5349;"BLRoy18Bxxiii"
5349;"LeedsBro501"
5349;"HelminghamLJii2"
5350;"CULIi38"
5351;"BodAsh750"
5351;"BodDou295"
5351;"BodEngTheole1"
5351;"BLHar149"
5351;"BLRoy17Cxx"
5351;"BLRoy17Cxxi"
5351;"GULHun270"
5351;"Lichfield5"
5351;"YaleBei228"
5352;"OxfMert120"
5353;"CULDd11"
5353;"CULGg531"
5353;"EDCPCM"
5353;"Lam260"
5353;"HunHM129"
5354;"Lam78"
5355;"BLHar913"
5356;"OxfUni142"
5357;"HunHM111"
5358;"HarEng766"
5359;"OxfMert248"
5360;"BLAdd46919"
5361;"BosPLMed94"
5362;"CamTCC1117"
5363;"BLAdd31922"
5364;"BLHar43"
5364;"BLRoy18Dii"
5365;"CamTCC601"
5365;"BLAdd29729"
5365;"BLHar2251"
5365;"CastleHoward"
5365;"Plimpton256"
5366;"HunHM111"
5366;"BodJam34"
5367;"Bod187"
5367;"Bod410"
5367;"BodLauMis213"
5367;"BodRawC670"
5367;"CULOo732"
5367;"CamGon364"
5367;"CamGon71"
5367;"CamStJohn159"
5367;"DULCosViv2"
5367;"EDU82"
5367;"Lincoln44"
5367;"Lam78"
5367;"Spalding"
5367;"WorcF19"
5367;"Ghent317"
5367;"VaticanOtto"
5368;"CamTCC1283"
5369;"CULFf548"
5370;"HarEng766"
5371;"BLAdd37788"
5372;"BLHar7322"
5373;"BodArcSelB24"
5373;"Bod638"
5373;"BodDig181"
5373;"BodFair16"
5373;"BodLauMis416"
5373;"BodTan346"
5373;"OxfStJohn57"
5373;"CULFf16"
5373;"CULGg427"
5373;"CULHh412"
5373;"CamMagPep2006"
5373;"CamTCC599"
5373;"BLHar7333"
5373;"Longleat258"
5374;"CULKk424"
5375;"BLHar2338"
5375;"BLLan762"
5376;"TokyoTak65"
5377;"BLAru292"
5378;"BLRoyApp58"
5378;"BLRoyApp58"
5379;"CamMagPep1236"
5380;"BLAdd34360"
5380;"BLHar78"
5381;"BLRoy18Ax"
5382;"BLAdd37049"
5383;"NYPL146"
5384;"CamTCC1450"
5385;"BLAdd17376"
5386;"CULAdd5943"
5387;"BodEngPoeta1"
5387;"BLAdd22283"
5388;"BodEngPoeta1"
5388;"CamTCC1450"
5389;"BodDig86"
5390;"BodAsh1444"
5390;"BodAsh1477"
5390;"OxfAllS121"
5390;"CULAdd9308"
5390;"CamTCC1037"
5390;"CamTCC1037"
5390;"BLAru272"
5390;"BLHar1600"
5390;"BLLan680"
5390;"BLSl140"
5390;"BLSl340"
5390;"BLSl374"
5390;"BLSl382"
5390;"BLSl442"
5390;"BLSl468"
5390;"BLSl468"
5390;"BLSl963"
5390;"BLSl1314"
5390;"BLSl2584"
5390;"BLSl3153"
5390;"AbeUL258"
5390;"ExeterCath3521"
5390;"Wellcome542"
5390;"Dawson196011"
5391;"BLHar3542"
5392;"OxfBal354"
5392;"CamTCC1450"
5393;"GULHun232"
5393;"GULHun232"
5394;"BLCottTibEVII"
5394;"BLHar4196"
5395;"BodSelSup73"
5395;"BodArcSelSup90"
5395;"BodAsh391II"
5395;"BodAsh1448"
5395;"BodAsh1477"
5395;"BodAsh1481"
5395;"BodRawC506"
5395;"BodRawD251"
5395;"CamTCC1037"
5395;"CamTCC1440"
5395;"BLAdd30338"
5395;"BLEge1995"
5395;"BLSl100"
5395;"BLSl357"
5395;"BLSl540A"
5395;"BLSl963"
5395;"BLSl2457"
5395;"BLSl3160"
5395;"BLSl3285"
5395;"BLAdd18216"
5395;"DULCosViii10"
5395;"GULHun258"
5395;"Wellcome406"
5395;"NatLibMed514"
5395;"AshburnhamApp121"
5396;"BLHar682"
5397;"CULIi62"
5398;"BodSelSup102"
5398;"BodAsh41"
5398;"BodAsh52"
5398;"BodAsh60"
5398;"Bod99"
5398;"BodDig14"
5398;"BodDig87"
5398;"BodDig87"
5398;"BodDou126"
5398;"BodDou141"
5398;"BodDou157"
5398;"BodeMus76"
5398;"BodeMus88"
5398;"BodEngPoeta1"
5398;"BodJunius56"
5398;"BodLauMis486"
5398;"BodRawA366"
5398;"BodRawC35"
5398;"BodRawC319"
5398;"BodRawC891"
5398;"BodRawD913"
5398;"BodRawD913"
5398;"BodRawPoe138"
5398;"BodRawPoe139"
5398;"BodRawPoe175"
5398;"OxfStJohn57"
5398;"OxfStJohn138"
5398;"OxfTri15"
5398;"OxfTri16A"
5398;"OxfUni142"
5398;"CULAdd6693"
5398;"CULDd1189"
5398;"CULDd1269"
5398;"CULLl217"
5398;"CamGon386"
5398;"CamFitzMc131"
5398;"CamMag18"
5398;"CamPem272"
5398;"CamStJohn80"
5398;"CamStJohn137"
5398;"BLAdd11304"
5398;"BLAdd22283"
5398;"BLAdd24203"
5398;"BLAdd25013"
5398;"BLAdd32578"
5398;"BLAdd33995"
5398;"BLAdd36983"
5398;"BLAdd37049"
5398;"BLAdd37049"
5398;"BLAdd37049"
5398;"BLCottAppVII"
5398;"BlCottGalEIX"
5398;"BLEge657"
5398;"BLEge3245"
5398;"BLHar1205"
5398;"BLHar2394"
5398;"BLHar4196"
5398;"BLHar6923"
5398;"BLRoy17Cxvii"
5398;"BLSl1044"
5398;"BLSl2275"
5398;"NLWPork20"
5398;"CantLitD13"
5398;"LeedsBro500"
5398;"LeedsBro501"
5398;"Lincoln91"
5398;"CollArmsAr57"
5398;"Lam260"
5398;"Lam491"
5398;"Lam492"
5398;"StPauls47G3"
5398;"SionArcL402E25"
5398;"SocAnt687"
5398;"SocAnt288"
5398;"Longleat31"
5398;"Chetham8008"
5398;"RylandsEng90"
5398;"RylandsEng50"
5398;"RylandsEng51"
5398;"ShrewsS3"
5398;"Ushaw50"
5398;"Douai7"
5398;"HarEng515"
5398;"HarEng515"
5398;"CharlotHench10"
5398;"Chicago329"
5398;"Chicago33"
5398;"YaleBeiOsa13"
5398;"PierpontB13"
5398;"PhilUPEng1"
5398;"PhilUPEng8"
5398;"PULTayM13"
5398;"HunHM139"
5398;"Wellesley8"
5398;"TCD156"
5398;"TCD157"
5398;"TCD158"
5398;"Schoyen689"
5399;"Bod423"
5399;"BodLauMis601"
5399;"BodLyeEmp6"
5399;"CULEe435b"
5399;"CamStJohn29"
5399;"BLAdd11305"
5399;"BLAru140"
5399;"BLHar1731"
5399;"BLHar2281"
5399;"BLHar2377"
5399;"BLLan348"
5399;"BLRoy18Av"
5399;"Lichfield16"
5399;"Lichfield50"
5399;"Beaumont9"
5399;"PULGar138"
5399;"HunHM125"
5399;"HunHM128"
5399;"HunHM130"
5399;"TCD69"
5400;"BodFair8"
5400;"BodJones8"
5400;"Marchmont"
5400;"Brussels4628"
5401;"Winches33"
5402;"BLAru248"
5403;"BLAdd60577"
5404;"OxfBal149"
5404;"OxfMagd93"
5404;"OxfStJohn190"
5404;"CULKk424"
5404;"CamGon408"
5405;"BodArcSelB14"
5405;"BodBar20"
5405;"Bod414"
5405;"Bod686"
5405;"BodHatDon1"
5405;"BodLauMis600"
5405;"BodLauMis739"
5405;"BodRawPoe149"
5405;"BodRawPoe223"
5405;"OxfChrCh152"
5405;"OxfCCC198"
5405;"OxfNew314"
5405;"OxfTri49"
5405;"CULDd424"
5405;"CULGg427"
5405;"CULIi326"
5405;"CULMm25"
5405;"CamFitzMc181"
5405;"CamTCC582"
5405;"CamTCC595"
5405;"BLAdd5140"
5405;"BLAdd35286"
5405;"BLEge2726"
5405;"BLEge2863"
5405;"BLEge2864"
5405;"BLHar1758"
5405;"BLHar2382"
5405;"BLHar7333"
5405;"BLHar7334"
5405;"BLHar7335"
5405;"BLLan851"
5405;"BLRoy17Dxv"
5405;"BLRoy18Cii"
5405;"BLSl1685"
5405;"BLSl1686"
5405;"NLWPen392"
5405;"Alnwick455"
5405;"GULHun197"
5405;"Holkham667"
5405;"Lichfield29"
5405;"Lincoln110"
5405;"LonPhys388"
5405;"Chetham6709"
5405;"RylandsEng113"
5405;"Petworth7"
5405;"Austin143"
5405;"ChicagoUL564"
5405;"PierpontM249"
5405;"PhilRos10841"
5405;"PUL100"
5405;"HunEL26C9"
5405;"BNangl39"
5405;"TokyoTak24"
5405;"TokyoTak32"
5405;"Bodmer48"
5407;"CULIi38"
5408;"NLS1931"
5409;"BodHat56"
5409;"BodHat56"
5410;"BLAdd29729"
5410;"BLAdd60577"
5410;"BLHar2251"
5411;"BodFair16"
5411;"CULFf16"
5411;"BLAdd5465"
5411;"BLAdd16165"
5411;"BLHar7333"
5411;"BLHar7578"
5411;"HunHM144"
5411;"HunEL26A13"
5411;"YaleBei365"
5412;"HarEng766"
5413;"BodEngPoete1"
5414;"CamPeter195"
5414;"BLAdd31922"
5415;"OxfBal354"
5417;"Ushaw10"
5418;"BLHar682"
5419;"OxfLinLat129"
5420;"NLWPen356"
5422;"BodAsh46"
5422;"BodTan347"
5422;"BodRawB216"
5422;"OxfCCC61"
5422;"CULEe215"
5422;"BLHar247"
5422;"BLHar372"
5422;"BLHar2278"
5422;"BLHar4826"
5422;"BLHar7333"
5422;"BLYT47"
5422;"ArunLives"
5422;"ExeterDRORoll59"
5422;"Chetham6709"
5423;"CULGg26"
5424;"Banna"
5424;"Asloan"
5424;"ESRORH13"
5425;"BodDou1"
5425;"BodLatMisC66"
5425;"BodTan407"
5425;"CamTCC601"
5425;"BLAdd37049"
5425;"Wellcome632"
5427;"BLAdd60577"
5428;"Bod638"
5428;"Bod648"
5428;"BodLauMis683"
5428;"BLAdd34360"
5428;"BLCottNeroAVI"
5428;"BLHar374"
5428;"BLHar2251"
5429;"BodRawD328"
5430;"BodDou302"
5431;"BLHar2169"
5432;"BodAsh48"
5434;"HarEng766"
5435;"BLHar682"
5436;"Austin8"
5437;"NLS18721"
5438;"BLAdd37787"
5438;"BodEngPoeta1"
5439;"CantAdd68"
5440;"BodRawShires"
5440;"BLHar7371"
5441;"CULEe112"
5442;"BLCottRollsII23"
5443;"TCD516"
5444;"HunHM183"
5446;"DULCosVv12"
5447;"BLEge845"
5448;"OxfStJohn57"
5449;"NLS18721"
5450;"Bod187"
5450;"BodRawC670"
5450;"BodLauMis213"
5450;"BLAdd25013"
5450;"Lincoln44"
5450;"WorcF19"
5450;"EDU82"
5450;"Spalding"
5451;"BodDig75"
5451;"BodEngPoeta1"
5451;"BodLauMis108"
5451;"BodLauMis463"
5451;"BodLauMis685"
5451;"OxfTri57"
5451;"CULAdd3039"
5451;"CamCCC145"
5451;"CamMagPep2344"
5451;"CamTCC605"
5451;"BLAdd10301"
5451;"BLAdd22283"
5451;"BLAdd24542"
5451;"BLAdd36983"
5451;"BLEge1993"
5451;"BLEge2810"
5451;"BLEge2891"
5451;"BLHar874"
5451;"BLHar2277"
5451;"BLSto949"
5451;"CollArmsAr8"
5451;"Lam223"
5451;"NLS23711"
5451;"HunHM64"
5451;"TokyoTak54"
5452;"Lam541"
5453;"BLCottRollsII23"
5454;"BodTan407"
5455;"PROE36228"
5456;"BLAdd31042"
5458;"Wright"
5459;"BLHar682"
5460;"NLS1921"
5461;"CULAdd2750"
5462;"OxfCCC4"
5463;"NYPL120"
5464;"BodLauMis111"
5464;"BodRawC670"
5464;"OxfLinLat52"
5464;"CamGon71"
5464;"CamGon364"
5464;"EDU82"
5464;"Lincoln44"
5464;"Spalding"
5464;"VaticanOtto"
5465;"Lichfield50"
5466;"NLS18721"
5467;"BodDou52"
5467;"BLSl1210"
5467;"RylandsLat394"
5468;"BLHar682"
5469;"CULKk15"
5471;"CULEe112"
5472;"CULEe112"
5473;"CULEe112"
5474;"CULEe112"
5475;"CULEe112"
5476;"BLSl2593"
5477;"OxfBal354"
5478;"BLCottVitFXIII"
5479;"OxfJesus29"
5480;"CULMm441"
5481;"Bod649"
5482;"BLAdd37049"
5483;"Sharp"
5484;"Banna"
5485;"VandAReid7"
5486;"BLAdd37049"
5487;"CULKk424"
5488;"OxfBal230"
5489;"BodRawD939"
5489;"NLS1931"
5490;"HunHM111"
5491;"BodDou302"
5493;"BodDouA314"
5494;"BLRoy18Dii"
5495;"Fairhurst"
5496;"BodRawlite7"
5497;"BLAdd37049"
5498;"BodDig102"
5499;"NLS18721"
5500;"BodHat12"
5501;"BLAdd31922"
5502;"BodAsh59"
5502;"BLHar2251"
5502;"BLHar7578"
5503;"BLAdd31922"
5504;"BodFair16"
5505;"CULGg26"
5506;"CULGg26"
5507;"BodLatTheD1"
5508;"BodLauMis704"
5508;"OxfAllS103"
5508;"CamMagPep1461"
5508;"BLHar78"
5508;"BLHar4011"
5508;"Belfast"
5508;"SocAnt101"
5509;"BodRawPoe32"
5509;"BLAdd40673"
5509;"BLCottVitEX"
5509;"HunHM140"
5510;"BLHar78"
5510;"BLHar78"
5510;"BLHar271"
5510;"RylandsEng955"
5510;"BosPLMed92"
5511;"BodAsh42"
5511;"BodEngPoeta1"
5511;"CULAdd8335"
5511;"CULDd11"
5511;"CULGg531"
5511;"BLAdd38010"
5511;"EDCPCM"
5511;"Lam260"
5511;"MinULZ822"
5511;"HunHM129"
5513;"CamCCC171"
5514;"BodRawC534"
5515;"BodArcSelB10"
5516;"CamTCC599"
5516;"CamTCC599"
5517;"Bod779"
5518;"Folger5031"
5519;"CULLl510"
5519;"CamMagPep2553"
5520;"NYPL120"
5521;"Bod332"
5521;"BodLauMis213"
5521;"BodLauMis568"
5521;"OxfCCC218"
5521;"CamGon71"
5521;"Cardiff"
5521;"EDU82"
5521;"VaticanOtto"
5523;"Banna"
5524;"BLRoyApp58"
5525;"CULIi38"
5526;"Bod85"
5526;"BodDou246"
5526;"BodDou275"
5526;"BodRawC699"
5526;"OxfQueens324"
5526;"CULDd1182"
5526;"CamEmm246"
5526;"CamStJohn192"
5526;"BLAdd36683"
5526;"GULHun472"
5526;"GULHun512"
5526;"OxfQueens324"
5527;"NLS18721"
5528;"YaleBei163"
5529;"BodEngPoeta1"
5529;"BLHar4733"
5529;"BLAdd22283"
5530;"Bod9"
5530;"BodRawPoe32"
5530;"CamTCC599"
5530;"Longleat29"
5530;"Leiden"
5531;"NottsULMeLm1"
5532;"CamTCC1149"
5532;"BLHar3362"
5532;"NLWPen356"
5533;"BodRawC86"
5533;"CULHh412"
5533;"CamJes56"
5533;"BLHar2251"
5533;"BLHar2251"
5533;"BLHar2255"
5534;"BodFair16"
5534;"BLAdd16165"
5534;"BLAdd34360"
5534;"BLHar7333"
5534;"BLHar7578"
5534;"HunEL26A13"
5534;"HunHM144"
5534;"HunRB34001"
5535;"NLS18721"
5536;"BLHar7322"
5537;"OxfCCC155"
5537;"CULGg531"
5537;"CamGon84"
5537;"CamNewn4"
5537;"BLAdd36523"
5537;"BLRoy17Bxvii"
5537;"NLS1931"
5537;"LiverpoolULF49"
5538;"BLAru327"
5539;"BLAru327"
5540;"BLLan762"
5542;"NLS18721"
5543;"Bod343"
5544;"NLS18721"
5545;"BLLan762"
5546;"CamSidney39"
5547;"CamTCC1359"
5547;"CamTCC1359"
5548;"CamCCC150"
5549;"BLCottTibEVII"
5549;"BLHar4196"
5550;"NLS18721"
5551;"BodLauMis213"
5551;"BodLauMis568"
5551;"Bod187"
5551;"Bod332"
5551;"OxfCCC218"
5551;"CamGon71"
5551;"Cardiff"
5551;"Spalding"
5551;"WorcF19"
5551;"VaticanOtto"
5552;"NLS1931"
5552;"PULTayM9"
5553;"OxfUni97"
5554;"BodLauMis108"
5554;"BodLauMis463"
5554;"OxfTri57"
5554;"CULAdd2585c"
5554;"CULAdd3039"
5554;"CamCCC145"
5554;"CamMagPep2344"
5554;"CamTCC605"
5554;"BLAdd10301"
5554;"BLCottCleoDIX"
5554;"BLCottJulDIX"
5554;"BLEge2891"
5554;"BLHar2277"
5554;"LeedsBro501"
5555;"BLCottTibEII"
5555;"BLHar4196"
5556;"AbeUL21"
5557;"BLLan762"
5558;"CULGg4271b"
5558;"CamTCC600"
5558;"BLAdd29729"
5559;"CamTCC600"
5559;"BLAdd29729"
5560;"BodTan407"
5561;"BodDou52"
5561;"RylandsLat394"
5562;"BodLauMis486"
5563;"BodTan407"
5564;"BLHar3823"
5564;"BLHar3823"
5564;"DurCathBI18"
5564;"DurCathBI18"
5565;"BodDou302"
5566;"OxfBal354"
5567;"BodAsh1445"
5567;"BLEge845"
5567;"BLHar2407"
5567;"BLHar2407"
5567;"BLSl1098"
5568;"BodHat56"
5569;"StaffordRO"
5570;"CULEe112"
5571;"VandADyce45"
5572;"CULDd575"
5573;"BodArcSelB14"
5573;"BodBar20"
5573;"Bod414"
5573;"Bod686"
5573;"BodHatDon1"
5573;"BodLauMis600"
5573;"BodLauMis739"
5573;"BodRawPoe141"
5573;"BodRawPoe149"
5573;"BodRawPoe223"
5573;"OxfChrCh152"
5573;"OxfCCC198"
5573;"OxfNew314"
5573;"OxfTri49"
5573;"CULDd424"
5573;"CULGg427"
5573;"CULIi326"
5573;"CULMm25"
5573;"CamFitzMc181"
5573;"CamTCC582"
5573;"CamTCC595"
5573;"BLAdd5140"
5573;"BLAdd25718"
5573;"BLAdd35286"
5573;"BLEge2726"
5573;"BLEge2863"
5573;"BLEge2864"
5573;"BLHar1239"
5573;"BLHar1758"
5573;"BLHar7333"
5573;"BLHar7334"
5573;"BLHar7335"
5573;"BLLan851"
5573;"BLRoy17Dxv"
5573;"BLRoy18Cii"
5573;"BLSl1685"
5573;"BLSl1686"
5573;"NLWPen392"
5573;"Alnwick455"
5573;"GULHun197"
5573;"Holkham667"
5573;"Lichfield29"
5573;"Lincoln110"
5573;"LonPhys388"
5573;"RylandsEng113"
5573;"Petworth7"
5573;"Austin143"
5573;"ChicagoUL564"
5573;"NapXIIIB29"
5573;"PierpontM249"
5573;"PhilRos10841"
5573;"PUL100"
5573;"HunEL26C9"
5573;"HunHM140"
5573;"BNangl39"
5573;"TokyoTak22"
5573;"TokyoTak24"
5573;"TokyoTak32"
5573;"Bodmer48"
5573;"BodRawC86"
5573;"Longleat257"
5574;"BodLatTheD1"
5575;"BodRawC86"
5575;"BLAdd29729"
5576;"CULEe435a"
5577;"BLHar1704"
5577;"BLAdd31042"
5577;"BLAdd39574"
5577;"Lam853"
5578;"Lincoln91"
5580;"BodSelSup52"
5581;"CULFf16"
5582;"CamTCC1230"
5582;"Holkham229"
5583;"BLSl2593"
5584;"BodAsh59"
5584;"CamTCC1157"
5584;"BLHar2251"
5584;"BLAdd34360"
5585;"CULIi38"
5585;"CULIi38"
